Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_at<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_at<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_at<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_at<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","850,362",0.01,0.01,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","Run::CountProcesses","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase","Run::~Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::erase","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase","Run::EndOfRun",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_at<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_at<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_at<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<std::pair<G4String const ,Run::ParticleData> > >,std::_Iterator_base0>::operator--",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_at<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare",7,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>","std::less<G4String>::operator()",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound","55,318",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound","Run::ParticleCount","55,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Lbound","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase","Run::~Run",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::erase","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Erase",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>","std::vector<yystype,std::allocator<yystype> >::resize",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>","std::vector<G4String,std::allocator<G4String> >::_Reallocate",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>","std::vector<yystype,std::allocator<yystype> >::_Reallocate",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::`dynamic initializer for '_Fac_tidy_reg''","std::`dynamic initializer for '_Fac_tidy_reg''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::`dynamic initializer for '_Fac_tidy_reg''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::`dynamic initializer for '_Fac_tidy_reg''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy",34,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",21,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",13,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","535,844",0.01,0.01,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorMessenger::SetNewValue",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","Run::CountProcesses","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","Run::EndOfRun",12,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","StackingAction::ClassifyNewTrack","110,620",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::_Tree_buy<std::pair<G4String const ,Run::ParticleData>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::_Uninit_move<G4String *,G4String *,std::allocator<G4String>,G4String>",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::_Uninit_move<yystype *,yystype *,std::allocator<yystype>,yystype>",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::vector<G4String,std::allocator<G4String> >::push_back",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy",13,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",132,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorConstruction::ConstructVolumes",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorConstruction::DefineMaterials",9,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorConstruction::PrintParameters",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","DetectorMessenger::DetectorMessenger",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","G4String::G4String",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","G4UIcommand::SetGuidance",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","HistoManager::Book",40,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","HistoManager::HistoManager",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","NeutronHPphysics::ConstructProcess",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","PhysicsList::PhysicsList",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","PhysicsList::SetCuts",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","PrimaryGeneratorAction::PrimaryGeneratorAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","Run::EndOfRun",33,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","RunAction::BeginOfRunAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::_Uninit_def_fill_n<yystype *,unsigned int,std::allocator<yystype>,yystype>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy",21,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","425,199",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",7,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::less<G4String>::operator()",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","425,178",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",7,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","std::char_traits<char>::compare","425,199",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::char_traits<char>::compare","std::char_traits<char>::compare","905,689",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::char_traits<char>::compare","Run::CountProcesses","425,178",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::char_traits<char>::compare","Run::EndOfRun",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::char_traits<char>::compare","Run::ParticleCount","55,309",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::char_traits<char>::compare","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","425,199",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::endl<char,std::char_traits<char> >","std::endl<char,std::char_traits<char> >",14,0.02,0.00,6.14,0.00,"Hadr04.exe",
"Caller","std::endl<char,std::char_traits<char> >","??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z",14,0.02,0.00,6.14,0.00,"MSVCP120.dll",
"Callee","std::endl<char,std::char_traits<char> >","?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@XZ",14,0.02,0.02,6.14,6.14,"MSVCP120.dll",
"Callee","std::endl<char,std::char_traits<char> >","?put@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@D@Z",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Callee","std::endl<char,std::char_traits<char> >","?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QBEDD@Z",14,0.00,0.00,0.00,0.00,"MSVCP120.dll",
"Root","std::less<G4String>::operator()","std::less<G4String>::operator()",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::less<G4String>::operator()","std::_Tree<std::_Tmap_traits<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> >,0> >::_Insert_hint<std::pair<G4String const ,Run::ParticleData> &,std::_Tree_node<std::pair<G4String const ,Run::ParticleData>,void *> *>",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::less<G4String>::operator()","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","425,181",0.01,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","Run::CountProcesses","425,181",0.01,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","std::_Tree_buy<std::pair<G4String const ,int>,std::allocator<std::pair<G4String const ,int> > >::_Buynode<std::piecewise_construct_t const &,std::tuple<G4String const &>,std::tuple<> >",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Insert_hint<std::pair<G4String const ,int> &,std::_Tree_node<std::pair<G4String const ,int>,void *> *>",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","std::_Tree<std::_Tmap_traits<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> >,0> >::_Lbound","425,181",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","std::map<G4String,int,std::less<G4String>,std::allocator<std::pair<G4String const ,int> > >::operator[]","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare","425,178",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","std::map<G4String,Run::ParticleData,std::less<G4String>,std::allocator<std::pair<G4String const ,Run::ParticleData> > >::operator[]","Run::ParticleCount",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
